Aula 1.1. Processamento do Big Data;https://youtu.be/pcZhF33rdIU
Aula 1.2. Pilha para o processamento do Big Data;https://youtu.be/bInvRITi8o8
Aula 1.3. Arquiteturas de processamento do Big Data;https://youtu.be/KKDmQ-KHbhc
Aula 1.4. Aplicações que empregam o processamento do Big Data;https://youtu.be/UuWZP8JqICs
Aula 1.5. Estudo de caso I - Aplicação processamento do Big Data na análise do genoma;https://youtu.be/Q55xofDLbY4
Aula 1.6. Estudo de caso II - AirBnb;https://youtu.be/NgOvmgOecvI
Aula 2.1. Introdução;https://youtu.be/ONZZzoD4HxY
Aula 2.2. Kafka,Flink e Amazon Kinesis;https://youtu.be/IwoJ3hUmBJc
Aula 2.3. Spark Streaming;https://youtu.be/FlZvCox1_r4
Aula 2.4 Análise de Sentimento Via Twitter;https://youtu.be/sW50iOQ4bJA
Aula 2.5 Análise de Logs;https://youtu.be/18G4u6dXTd0
Aula 3.1. Detecção de Anomalias;https://youtu.be/lI7JwdoyOs0
Aula 3.2. Introdução ao Spark MLlib;https://youtu.be/G9tGHifLoo4
Aula 3.3. Exemplo - MLlib na detecção de anomalias;https://youtu.be/IPmGDEC_1qc
Aula 3.4. Técnicas para preparação dos dados;https://youtu.be/TiX-tdeZ8TU
Aula 3.5. Exemplo - Preparação dos dados com MLlib;https://youtu.be/_OMFL0ZVbT4
Aula 4.1.1. Algoritmos de ML para o processamento do Big Data (Parte I);https://youtu.be/9pblAhf-YWE
Aula 4.1.2. Algoritmos de ML para o processamento do Big Data (Parte II);https://youtu.be/6cP1eBkgUQQ
Aula 4.1.3. Algoritmos de ML para o processamento do Big Data (Parte III);https://youtu.be/YhoY6EVGVZc
Aula 4.2. MLlib para a análise de regressão;https://youtu.be/CVE3N14i3Ws
Aula 4.3. MLlib: Árvore de decisão e floresta randômica;https://youtu.be/LpFB0VH0tcs
Aula 4.4. Aplicação de machine learning utilizando SVM;https://youtu.be/YQf3ST-fWpg
Aula 5.1. Sistemas de recomendação;https://youtu.be/th0yTWO0T0Q
Aula 5.2. Aplicação de sistemas de recomendação;https://youtu.be/C9oQmqm6YDA
Aula 6.1. Introdução a Teoria dos Grafos;https://youtu.be/y3VANsK8dLY
Aula 6.2.1. Conceitos e terminologias (Parte I);https://youtu.be/BEBgh_tLMAE
Aula 6.2.2. Conceitos e terminologias (Parte II);https://youtu.be/CwpIjAwxRKw
Aula 6.3.1. Neo4j e Cypher (Parte I);https://youtu.be/du7R4zqvQu0
Aula 6.3.2. Neo4j e Cypher (Parte II);https://youtu.be/P_hmsBmifPw
Aula 6.3.3. Neo4j e Cypher (Parte III);https://youtu.be/trrJD-39vDM
Aula 6.4.1. Apache Spark Graph (Parte I);https://youtu.be/3C1gg9hFpJs
Aula 6.4.2. Apache Spark Graph (Parte II);https://youtu.be/GBopsbB7pW8
Aula 6.4.3. Apache Spark Graph (Parte III);https://youtu.be/JNEiASE1lgQ
