Aula 1.1 - Big Data;https://youtu.be/h5Xlnq01bOw
Aula 1.2 - Machine Learning;https://youtu.be/iZuhC_Io410
Aula 1.3 - Data Mining;https://youtu.be/WiCRQNS_qR0
Aula 1.4 - Data Analytics e Data Science;https://youtu.be/lMAoK2YcAtI
Aula 1.5 - Business Intelligence;https://youtu.be/5uwfhSQluqM
Aula 1.6 - K-Means na prática;https://youtu.be/9fDRIxf-Ti0
Aula 2.1 - CICLO, COLETA, PREPARAÇÃO E VISUALIZAÇÃO;https://youtu.be/SK5_vzKVoN0
Aula 2.2 - ETL;https://youtu.be/Ggv6EAtWBEk
Aula 2.3 - Data Warehouse e Data Lake;https://youtu.be/6hhPcwM_93M
Aula 2.4 - Tipos de análises;https://youtu.be/osFfx5pc_QQ
Aula 2.5 - Streaming de dados;https://youtu.be/c0igblJaXdE
Aula 2.6 - Visualização de dados;https://youtu.be/ycetSksF36c
Aula 2.7 - Prática com Power BI;https://youtu.be/-5W5yjv5tlQ
Aula 3.1 - Computação em nuvem;https://youtu.be/IUqp0zMFNbQ
Aula 3.2 - Processamento paralelo e distribuído;https://youtu.be/J-4BbxjgxtI
Aula 3.3 - Apache Kafka;https://youtu.be/0w4P0ePI7cQ
Aula 3.4 - Hadoop e Spark;https://youtu.be/pS-1Xl_sKbQ
Aula 3.5 - Bancos relacionais e não-relacionais;https://youtu.be/SoiFVteAj_w
Aula 3.6 - PRÁTICA COM SQL;https://youtu.be/cVueAHqydyI
Aula 4.1 Possibilidade e novos modelos;https://youtu.be/1Ovz9SorQFA
Aula 4.2 - Cultura Data Driven;https://youtu.be/VzOemJvNgsI
Aula 4.3 -  O Cientista de Dados moderno;https://youtu.be/nZInctr_VWY
Aula 4.4 - Regressão e correlação com Python;https://youtu.be/XNSPMdNn_y8
Aula 4.5 - Big Cases;https://youtu.be/3Q5SQJZm9-c
Aula 5.1 - Cases Nestlé e Netflix;https://youtu.be/OGmjNOEwV4w
Aula 5.2 -  Cases McDonald's e Tinder;https://youtu.be/sZZs74Z0Fc0
Aula 5.3 - Cases;https://youtu.be/DbPX5Blc42g
