Aula 1.1. Introdução;https://youtu.be/NZ73pVnCEYk
Aula 1.2. Web Semântica;https://youtu.be/Fcb8WIXBRPk
Aula 1.3. Dados abertos e Linked data;https://youtu.be/cZd4PabQ_Pg
Aula 2.1.1. Ontologias - Parte I;https://youtu.be/IpLFrjuUo_w
Aula 2.1.2. Ontologias - Parte II;https://youtu.be/KXbFYYSEDKo
Aula 2.1.3. Ontologias - Parte III;https://youtu.be/9VqentdO074
Aula 2.2. Web Mining;https://youtu.be/yCIql74u30k
Aula 2.3.1. Text Mining - Parte I;https://youtu.be/tL3219MmPSc
Aula 2.3.2. Text Mining - Parte II;https://youtu.be/klTzaj-8qJU
Aula 3.1.1 Instalação e configuração do Framework Anaconda - Parte I;https://youtu.be/0fhTJeVBFU8
Aula 3.2. Instalação e configuração do Framework Anaconda - Parte II;https://youtu.be/ucgvXxfrx_o
Aula 3.3. Utilizando o Google Colab;https://youtu.be/EpNHWDU4sqo
Aula 4.1. Coletando de dados em arquivos utilizando o Python;https://youtu.be/HroZDYks84o
Aula 5.1. Coletando de dados em arquivos em arquivos utilizando linguagem R;https://youtu.be/4KC-n6zy1r8
Aula 6.1. Sistemas gerenciadores de bancos de dados relacionais;https://youtu.be/-R3UoPyaAR8
Aula 6.2. Introdução à linguagem estruturada de consulta (SQL);https://youtu.be/4IK3mrbtWWk
Aula 7.1. Linguagem de manipulação de dados;https://youtu.be/CV3QZTAYc9U
Aula 7.2.1. Linguagem de consulta de dados - Parte I;https://youtu.be/mWo44KkasyE
Aula 7.2.2. Linguagem de consulta de dados - Parte II;https://youtu.be/eYmN_GfAZJA
Aula 8.1. Tutorial MySQL Workbench e MySQL Server - Parte I;https://youtu.be/kVAV7hmZyQY
Aula 8.2. Tutorial MySQL Workbench e MySQL Server - Parte II;https://youtu.be/Q4SDDsswUPU
Aula 8.3. MySQL Workbench: DQL;https://youtu.be/PJ5KcEQ2FmQ
Aula 9.1. Coleta de dados estruturados: Exemplo utilizando a linguagem R;https://youtu.be/EG2rFsfrYkA
Aula 9.2. Coleta de dados estruturados: Exemplo utilizando a linguagem Python;https://youtu.be/fP6a5F_RGdE
Aula 10.1. Entendendo os bancos de dados NoSQL;https://youtu.be/-bNIgBVmnKY
Aula 10.2. Categorias de SGBDs NoSQL;https://youtu.be/kFjjVtP2Zow
Aula 10.3. Conhecendo o SGBD MongoBD;https://youtu.be/ql_8G_RZnU8
Aula 11.1. Manipulação de dados NoSQL: Exemplo utilizando a linguagem R;https://youtu.be/FlbSPhKJy9k
Aula 11.2. Coleta de dados NoSQL: Exemplo utilizando a linguagem R;https://youtu.be/Imv8XSE3dYI
Aula 11.3. Coleta de dados NoSQL: Exemplo utilizando a linguagem Python;https://youtu.be/QDlCmkKh794
Aula 12.1. Fundamentos sobre coleta de dados na web;https://youtu.be/tcbv3R5fsNE
Aula 12.2. APIs e coleta de dados;https://youtu.be/VcGawQFex7I
Aula 13.1. APIs para Mídias Sociais;https://youtu.be/MdOQ0wj3Lqs
Aula 13.2. Coleta de dados no Twitter: Exemplo utilizando a linguagem R;https://youtu.be/iMHcJ_MT4LY
Aula 13.3. Coleta de dados no Twitter: Exemplo utilizando a linguagem Python;https://youtu.be/xWjAHLRzNyg
Aula 14.1. Web Crawling e Web Scraping;https://youtu.be/FgvsmIayYMo
Aula 15.1.1. Web Crawling: Exemplo com a biblioteca Scrapy da linguagem Python - Parte I;https://youtu.be/YJQF-AKRJuA
Aula 15.1.2. Web Crawling: Exemplo com a biblioteca Scrapy da linguagem Python - Parte II;https://youtu.be/o9c9vVRgDrs
Aula 16.1.1. Web Crawling: Exemplo de script utilizando a linguagem Python - Parte I;https://youtu.be/YjLSYkA_t9s
Aula 16.1.2. Web Crawling: Exemplo de script utilizando a linguagem Python - Parte II;https://youtu.be/tv-0n4tG9OY
Aula 16.1.3. Web Crawling: Exemplo de script utilizando a linguagem Python - Parte III;https://youtu.be/97rA1ewbQ5w
Aula 17.1.1. Plataforma Knime Analytics - Parte I;https://youtu.be/4XhhvEjFJ6Q
Aula 17.1.2. Plataforma Knime Analytics - Parte II;https://youtu.be/GIo_gU6FqKc
Aula 17.2. Coleta de dados em arquivos utilizando a Plataforma Knime Analytics;https://youtu.be/N7ME77bqesI
Aula 17.3.1. Coleta de dados estruturados: Exemplo utilizando a plataforma Knime - Parte I;https://youtu.be/2yLcCRzT6ns
Aula 17.3.2. Coleta de dados estruturados: Exemplo utilizando a plataforma Knime - Parte II;https://youtu.be/xk2IVofyZ8A
Aula 17.4. Importar e exportar workflows com a Plataforma Knime;https://youtu.be/VyWn-zVK4X0
Aula 17.5. Coleta e análise de dados estruturados: Exemplo utilizando a Plataforma Knime;https://youtu.be/4X_Xjpx_3rI
Aula 17.6. Coleta de dados estruturados: Exemplo utilizando a Plataforma Knime;https://youtu.be/qGvJzFbAMJw
Aula 17.7. Coleta de dados no Twitter: Exemplo utilizando a Plataforma Knime;https://youtu.be/adwT2lEXRpA
Aula 17.8. Web Crawling: Exemplo utilizando a plataforma Knime;https://youtu.be/Tp3fJwITY2E
